Symbol,Chart Pattern,BullishBearish,Start,End,Industry
TPX,Triple bottom,0,12/10/2024,01/08/2025,Furn/Home Furnishings
TXN,"Double Bottom, Eve and Eve",0,12/20/2024,01/02/2025,Semiconductor
TDG,Triple bottom,0,11/22/2024,01/08/2025,Aerospace/Defense
TWLO,Triple bottom,0,12/20/2024,01/13/2025,E-Commerce
UGI,Head-and-shoulders bottom,0,12/06/2024,01/07/2025,Natural Gas (Distributor)
UPS,"Double Bottom, Adam and Adam",0,12/20/2024,01/13/2025,Air Transport
VFC,Triple bottom,0,12/30/2024,01/08/2025,Apparel
VMI,Triple bottom,0,12/20/2024,01/13/2025,Metal Fabricating
WRB,"Double Bottom, Adam and Adam",0,12/20/2024,01/10/2025,Insurance (Prop/Casualty)
WSC,"Double Bottom, Adam and Adam",0,12/20/2024,12/30/2024,Industrial Services
ZBRA,Triple bottom,0,12/18/2024,01/13/2025,Computers and Peripherals
AEIS,"Double Bottom, Eve and Adam",0,12/20/2024,12/30/2024,Semiconductor
AMD,"Double Bottom, Eve and Eve",0,12/20/2024,01/02/2025,Semiconductor
A,"Double Bottom, Adam and Eve",0,12/19/2024,01/03/2025,Precision Instrument
APOG,Head-and-shoulders top,0,10/04/2024,11/25/2024,Building Materials
AMAT,"Double Bottom, Adam and Eve",0,12/20/2024,12/30/2024,Semiconductor Cap Equip.
ADSK,"Triangle, descending",0,11/29/2024,01/07/2025,Computer Software and Svcs
BERY,"Double Bottom, Adam and Eve",0,12/20/2024,12/30/2024,Packaging and Container
BFH,Pipe top,0,12/09/2024,12/16/2024,Information Services
BR,"Double Bottom, Eve and Adam",0,12/20/2024,12/30/2024,Information Services
CNP,Triple top,0,12/03/2024,12/20/2024,Electric Utility (Central)
CRL,"Double Bottom, Adam and Eve",0,12/19/2024,12/30/2024,Biotechnology
CLNE,Triple bottom,0,12/20/2024,12/30/2024,Natural Gas (Distributor)
CGNX,"Double Bottom, Adam and Adam",0,12/18/2024,12/30/2024,Precision Instrument
GLW,"Double Bottom, Eve and Eve",0,12/18/2024,01/02/2025,Telecom. Equipment
CROX,"Roof, inverted",0,12/04/2024,01/07/2025,Shoe
ELV,"Double Bottom, Eve and Eve",0,12/19/2024,01/02/2025,Medical Services
EMR,Head-and-shoulders top,0,11/13/2024,12/13/2024,Computers and Peripherals
FFIV,"Double Bottom, Eve and Adam",0,12/20/2024,01/02/2025,Internet
FDS,Triple top,0,11/14/2024,12/19/2024,Information Services
FMC,"Double Bottom, Adam and Adam",0,12/19/2024,12/30/2024,Chemical (Basic)
FNV,"Double Bottom, Eve and Eve",0,11/14/2024,12/20/2024,Metals and Mining (Div.)
FCX,"Double Bottom, Adam and Eve",0,12/19/2024,01/03/2025,Metals and Mining (Div.)
GAP,"Double Top, Adam and Eve",0,11/22/2024,12/09/2024,Apparel
GILD,Triple top,0,12/02/2024,12/26/2024,Biotechnology
GOOGL,"Double Bottom, Adam and Eve",0,12/20/2024,01/02/2025,Internet
HLIT,"Triangle, ascending",0,12/12/2024,01/08/2025,Telecom. Equipment
HE,Triple top,0,11/05/2024,12/09/2024,Electric Utility (West)
HL,"Double Bottom, Eve and Eve",0,12/19/2024,12/30/2024,Metals and Mining (Div.)
HON,"Double Top, Adam and Adam",0,11/12/2024,12/17/2024,Aerospace/Defense
IDXX,"Double Bottom, Adam and Eve",0,12/20/2024,12/30/2024,Drug
ILMN,"Double Bottom, Adam and Eve",0,12/19/2024,01/02/2025,Biotechnology
INCY,"Double Bottom, Adam and Eve",0,12/19/2024,12/30/2024,Drug
INTC,Head-and-shoulders bottom,0,12/11/2024,12/30/2024,Semiconductor
ISRG,"Double Bottom, Eve and Eve",0,12/20/2024,12/31/2024,Medical Supplies
KEYS,"Double Bottom, Adam and Eve",0,12/19/2024,01/02/2025,Precision Instrument
KLAC,"Double Bottom, Eve and Adam",0,11/19/2024,12/20/2024,Semiconductor Cap Equip.
LH,"Double Bottom, Eve and Adam",0,12/19/2024,01/03/2025,Medical Services
LDOS,"Double Bottom, Eve and Eve",0,12/20/2024,12/30/2024,IT Services
LXU,"Double Top, Adam and Adam",0,11/25/2024,12/03/2024,Building Materials
MTDR,Pipe bottom,0,12/16/2024,12/23/2024,Petroleum (Producing)
MDT,"Double Bottom, Eve and Eve",0,12/19/2024,12/30/2024,Medical Supplies
META,"Double Bottom, Adam and Eve",0,12/20/2024,12/31/2024,E-Commerce
MU,"Double Bottom, Eve and Adam",0,12/20/2024,12/31/2024,Semiconductor
MOS,Head-and-shoulders complex top,0,09/19/2024,12/13/2024,Chemical (Diversified)
MLI,"Triangle, symmetrical",0,12/05/2024,01/06/2025,Metal Fabricating
MYGN,"Double Bottom, Eve and Eve",0,12/19/2024,12/30/2024,Biotechnology
NFLX,Head-and-shoulders top,0,12/06/2024,12/24/2024,Internet
NVDA,Ugly double bottom,0,12/17/2024,12/31/2024,Semiconductor
QCOM,Head-and-shoulders bottom,0,11/20/2024,01/02/2025,Telecom. Equipment
RMBS,"Double Bottom, Adam and Eve",0,12/20/2024,12/30/2024,Semiconductor Cap Equip.
RGLD,Head-and-shoulders bottom,0,12/23/2024,01/06/2025,Metals and Mining (Div.)
SAIC,"Double Bottom, Adam and Adam",0,12/19/2024,12/30/2024,IT Services
SMTC,Rectangle top,0,11/27/2024,01/08/2025,Semiconductor Cap Equip.
SHOP,"Double Bottom, Adam and Eve",0,12/20/2024,12/30/2024,E-Commerce
SKX,"Double Bottom, Adam and Adam",0,12/20/2024,12/30/2024,Shoe
SCCO,"Double Bottom, Adam and Eve",0,12/19/2024,12/30/2024,Metals and Mining (Div.)
SSYS,"Double Top, Adam and Adam",0,11/13/2024,12/13/2024,Electronics
SRDX,Triple top,0,12/11/2024,01/06/2025,Medical Supplies
TGT,Ugly double bottom,0,11/20/2024,12/20/2024,Retail Store
TECH,"Double Bottom, Adam and Eve",0,12/19/2024,01/03/2025,Biotechnology
TDC,"Scallop, ascending and inverted",0,11/19/2024,01/03/2025,Computer Software and Svcs
TMO,Head-and-shoulders bottom,0,12/13/2024,12/30/2024,Precision Instrument
TKR,"Double Bottom, Adam and Eve",0,12/20/2024,01/03/2025,Metal Fabricating
WWD,"Double Bottom, Adam and Adam",0,12/20/2024,12/31/2024,Precision Instrument
AEO,"Double Bottom, Adam and Adam",0,12/20/2024,12/30/2024,Apparel
AR,"Double Bottom, Eve and Eve",0,12/06/2024,12/18/2024,Natural Gas (Diversified)
APA,Pipe bottom,0,12/16/2024,12/23/2024,Petroleum (Producing)
ARW,Broadening top,0,11/25/2024,12/16/2024,Electronics
CALM,"Double Bottom, Adam and Adam",0,12/23/2024,12/27/2024,Food Processing
CF,"Double Bottom, Adam and Adam",0,12/20/2024,12/30/2024,Chemical (Basic)
DSGR,"Double Top, Eve and Eve",0,10/16/2024,11/11/2024,Metal Fabricating
EPAM,Head-and-shoulders top,0,11/25/2024,12/19/2024,IT Services
EQT,"Double Bottom, Eve and Eve",0,12/10/2024,12/19/2024,Natural Gas (Diversified)
FTV,Triple top,0,11/25/2024,12/06/2024,Industrial Services
GIS,"Triangle, symmetrical",0,12/18/2024,01/02/2025,Food Processing
LOW,"Double Top, Eve and Adam",0,11/12/2024,12/09/2024,Retail Building Supply
M,Pipe bottom,0,12/09/2024,12/16/2024,Retail Store
MANH,"Double Top, Eve and Adam",0,10/15/2024,12/12/2024,IT Services
MOS,"Double Bottom, Eve and Adam",0,12/23/2024,12/30/2024,Chemical (Diversified)
PEN,Falling wedge,0,12/09/2024,12/30/2024,Medical Supplies
PSTG,"Triangle, symmetrical",0,12/05/2024,12/26/2024,Computers and Peripherals
ROP,Triple top,0,07/23/2024,12/04/2024,Industrial Services
WDAY,Pipe top,0,12/09/2024,12/16/2024,Computer Software and Svcs
DDD,"Double Top, Eve and Eve",0,02/05/2025,02/14/2025,Electronics
ACIW,Triple top,0,01/17/2025,02/06/2025,IT Services
AFL,Triple bottom,0,02/06/2025,02/21/2025,Insurance (Diversified)
AKAM,Dead-cat bounce,0,02/21/2025,02/21/2025,E-Commerce
AR,"Double Top, Eve and Eve",0,01/23/2025,02/19/2025,Natural Gas (Diversified)
AWI,Broadening top,0,01/21/2025,02/25/2025,Building Materials
BMI,Triple top,0,01/31/2025,02/19/2025,Precision Instrument
BALL,"Double Bottom, Adam and Adam",0,02/13/2025,02/19/2025,Packaging and Container
BECN,Head-and-shoulders top,0,01/27/2025,02/21/2025,Retail Building Supply
BKH,"Triangle, ascending",0,01/21/2025,02/27/2025,Electric Utility (West)
BCO,Triple bottom,0,02/03/2025,02/21/2025,Industrial Services
BMY,Pipe bottom,0,02/10/2025,02/18/2025,Drug
CX,Triple top,0,02/07/2025,02/21/2025,Cement and Aggregates
CIEN,Diamond top,0,12/16/2024,02/18/2025,Telecom. Equipment
CLNE,Dead-cat bounce,0,02/25/2025,02/25/2025,Natural Gas (Distributor)
CMTL,"Double Top, Adam and Adam",0,02/07/2025,02/19/2025,Telecom. Equipment
ED,Ugly double bottom,0,01/13/2025,02/12/2025,Electric Utility (East)
CR,"Double Top, Eve and Eve",0,02/05/2025,02/19/2025,Diversified Co.
CW,Triple top,0,11/11/2024,01/22/2025,Machinery
XRAY,"Double Top, Eve and Adam",0,12/16/2024,01/30/2025,Medical Supplies
DDS,Pipe top,0,02/10/2025,02/18/2025,Retail Store
^DJT,"Double Top, Eve and Adam",0,01/27/2025,02/18/2025,None
DUK,Ugly double bottom,0,01/13/2025,02/18/2025,Electric Utility (East)
EMN,"Double Top, Eve and Adam",0,02/04/2025,02/18/2025,Chemical (Diversified)
EIX,"Triangle, symmetrical",0,02/05/2025,02/26/2025,Electric Utility (West)
ELV,Triple bottom,0,02/12/2025,02/21/2025,Medical Services
EMR,"Double Top, Eve and Adam",0,01/23/2025,01/30/2025,Computers and Peripherals
EVH,Broadening bottom,0,01/16/2025,02/21/2025,Healthcare Information
FLEX,"Double Top, Adam and Adam",0,01/22/2025,02/07/2025,Electronics
HIG,Head-and-shoulders bottom,0,12/20/2024,01/31/2025,Insurance (Prop/Casualty)
HSII,Horn top,0,11/11/2024,11/25/2024,Human Resources
HOV,Three Falling Peaks,0,01/17/2025,02/14/2025,Homebuilding
HUN,"Double Bottom, Adam and Adam",0,01/10/2025,02/03/2025,Chemical (Specialty)
IDA,Head-and-shoulders bottom,0,12/23/2024,01/23/2025,Electric Utility (West)
PODD,"Double Top, Eve and Eve",0,02/07/2025,02/19/2025,Medical Supplies
ITGR,"Double Top, Eve and Adam",0,01/30/2025,02/20/2025,Electronics
IBKR,"Double Top, Adam and Eve",0,02/06/2025,02/14/2025,Securities Brokerage
ISRG,"Double Top, Adam and Eve",0,01/23/2025,02/19/2025,Medical Supplies
KBH,"Triangle, symmetrical",0,01/14/2025,01/31/2025,Homebuilding
KEYS,Pipe top,0,02/10/2025,02/18/2025,Precision Instrument
LEG,Horn top,0,01/27/2025,02/10/2025,Furn/Home Furnishings
M,"Double Top, Eve and Adam",0,01/31/2025,02/21/2025,Retail Store
MTRN,Triple top,0,01/21/2025,02/19/2025,Metals and Mining (Div.)
MGEE,"Double Bottom, Adam and Adam",0,01/27/2025,02/03/2025,Electric Utility (Central)
MYGN,Dead-cat bounce,0,02/25/2025,02/25/2025,Biotechnology
^IXIC,Triple top,0,12/16/2024,02/18/2025,None
NFLX,Pipe top,0,02/10/2025,02/18/2025,Internet
NWPX,"Double Top, Eve and Adam",0,02/07/2025,02/18/2025,Building Materials
NTNX,Broadening top,0,02/05/2025,02/19/2025,E-Commerce
ORI,Ugly double bottom,0,01/13/2025,02/03/2025,Insurance (Prop/Casualty)
PTEN,Pipe top,0,02/10/2025,02/18/2025,Oilfield Svcs/Equipment
QTWO,Horn top,0,01/27/2025,02/10/2025,E-Commerce
RMBS,"Double Top, Eve and Adam",0,02/06/2025,02/19/2025,Semiconductor Cap Equip.
RRC,"Double Top, Adam and Adam",0,01/16/2025,01/22/2025,Petroleum (Producing)
^GSPC,Triple top,0,01/24/2025,02/19/2025,None
CRM,"Double Top, Eve and Adam",0,12/04/2024,01/28/2025,E-Commerce
SRE,Dead-cat bounce,0,02/25/2025,02/25/2025,Electric Utility (West)
SHOP,Pipe top,0,02/10/2025,02/18/2025,E-Commerce
TDOC,Pipe top,0,02/10/2025,02/18/2025,Healthcare Information
TFX,Dead-cat bounce,0,02/27/2025,02/27/2025,Diversified Co.
TZOO,Dead-cat bounce,0,02/25/2025,02/25/2025,Internet
WSM,"Double Top, Adam and Adam",0,01/30/2025,02/18/2025,Retail (Special Lines)
WSC,"Double Top, Eve and Eve",0,01/22/2025,02/20/2025,Industrial Services
WWW,"Double Top, Adam and Adam",0,12/11/2024,01/30/2025,Shoe
MGK,Triple top,0,12/16/2024,02/18/2025,None
A,Triple top,0,01/22/2025,01/31/2025,Precision Instrument
ALB,Pipe bottom,0,02/03/2025,02/10/2025,Chemical (Diversified)
AMZN,"Double Top, Eve and Adam",0,01/28/2025,02/04/2025,Internet
AMED,Triple top,0,01/27/2025,02/19/2025,Medical Services
AEP,Ugly double bottom,0,01/08/2025,02/03/2025,Electric Utility (Central)
AXP,Triple top,0,01/23/2025,02/06/2025,Financial Services
AMN,"Double Top, Adam and Eve",0,01/14/2025,01/27/2025,Human Resources
ARCB,Triple top,0,01/15/2025,01/31/2025,Trucking/Transp. Leasing
ARW,"Double Bottom, Adam and Adam",0,02/06/2025,02/13/2025,Electronics
AVNT,Ugly double bottom,0,01/10/2025,02/03/2025,Chemical (Specialty)
CDNS,Diamond top,0,12/27/2024,02/11/2025,Computer Software and Svcs
CALM,Triple top,0,01/21/2025,02/12/2025,Food Processing
CE,Dead-cat bounce,0,02/19/2025,02/19/2025,Chemical (Basic)
CDAY,"Double Bottom, Adam and Adam",0,02/05/2025,02/12/2025,Information Services
CCK,Diamond top,0,01/28/2025,02/20/2025,Packaging and Container
CMI,Pipe bottom,0,01/27/2025,02/03/2025,Machinery
^DJI,Diamond top,0,01/23/2025,02/18/2025,None
EPAM,"Double Top, Adam and Eve",0,02/07/2025,02/13/2025,IT Services
EFX,"Double Top, Adam and Eve",0,12/18/2024,01/27/2025,Information Services
GNW,Head-and-shoulders top,0,01/30/2025,02/18/2025,Insurance (Life)
GPN,"Double Top, Adam and Adam",0,01/06/2025,01/31/2025,Computer Software and Svcs
GFS,Pipe bottom,0,02/03/2025,02/10/2025,Semiconductor
GGG,Pipe bottom,0,01/27/2025,02/03/2025,Machinery
HD,Head-and-shoulders top,0,01/21/2025,02/06/2025,Retail Building Supply
L,Broadening top,0,01/15/2025,02/20/2025,Insurance (Prop/Casualty)
MGY,"Double Bottom, Adam and Adam",0,02/07/2025,02/13/2025,Petroleum (Producing)
MTRN,"Double Bottom, Adam and Eve",0,02/03/2025,02/14/2025,Metals and Mining (Div.)
MDT,"Double Top, Eve and Adam",0,01/28/2025,02/14/2025,Medical Supplies
MU,Triple bottom,0,01/29/2025,02/12/2025,Semiconductor
MS,Head-and-shoulders top,0,01/29/2025,02/20/2025,Securities Brokerage
ORI,"Triangle, symmetrical",0,01/23/2025,02/13/2025,Insurance (Prop/Casualty)
PTEN,Pipe bottom,0,01/27/2025,02/03/2025,Oilfield Svcs/Equipment
POR,Triple bottom,0,01/13/2025,02/10/2025,Electric Utility (West)
PSTG,"Triangle, symmetrical",0,01/22/2025,02/19/2025,Computers and Peripherals
KWR,Ugly double bottom,0,01/13/2025,02/03/2025,Chemical (Specialty)
RGA,"Double Top, Eve and Adam",0,01/30/2025,02/06/2025,Insurance (Life)
R,"Double Bottom, Adam and Adam",0,02/03/2025,02/12/2025,Trucking/Transp. Leasing
^GSPC,Diamond top,0,01/21/2025,02/12/2025,None
SAIA,Diamond top,0,01/15/2025,02/11/2025,Trucking/Transp. Leasing
SCCO,"Roof, inverted",0,01/17/2025,02/20/2025,Metals and Mining (Div.)
SPSC,"Double Top, Eve and Eve",0,12/18/2024,01/23/2025,E-Commerce
TDY,"Double Top, Eve and Eve",0,01/23/2025,01/31/2025,Aerospace/Defense
TXN,"Double Bottom, Adam and Eve",0,02/05/2025,02/12/2025,Semiconductor
TJX,Head-and-shoulders top,0,01/30/2025,02/14/2025,Retail Store
TRV,Falling wedge,0,01/21/2025,02/20/2025,Insurance (Prop/Casualty)
TZOO,Triple bottom,0,12/30/2024,02/03/2025,Internet
UHAL,Ugly double bottom,0,01/13/2025,02/06/2025,Trucking/Transp. Leasing
UIS,Dead-cat bounce,0,02/20/2025,02/20/2025,Computers and Peripherals
UNH,Head-and-shoulders complex top,0,01/13/2025,02/11/2025,Medical Services
VFC,Pipe bottom,0,02/03/2025,02/10/2025,Apparel
WSO,"Double Bottom, Eve and Eve",0,01/10/2025,02/10/2025,Retail Building Supply
WMB,"Double Bottom, Adam and Adam",0,01/28/2025,02/13/2025,Natural Gas (Distributor)
WWW,Dead-cat bounce,0,02/19/2025,02/19/2025,Shoe
XEL,Head-and-shoulders bottom,0,12/19/2024,02/10/2025,Electric Utility (West)
ABM,"Double Bottom, Eve and Adam",0,01/24/2025,02/03/2025,Industrial Services
ADBE,Head-and-shoulders bottom,0,12/20/2024,01/27/2025,Computer Software and Svcs
ACGL,"Double Top, Adam and Adam",0,01/17/2025,01/28/2025,Insurance (Prop/Casualty)
ARW,"Double Top, Eve and Adam",0,12/09/2024,01/22/2025,Electronics
ADSK,Head-and-shoulders bottom,0,12/20/2024,01/27/2025,Computer Software and Svcs
AZTA,"Double Top, Eve and Adam",0,01/30/2025,02/06/2025,Semiconductor Cap Equip.
BECN,"Triangle, ascending",0,01/15/2025,02/13/2025,Retail Building Supply
BKNG,"Double Bottom, Eve and Adam",0,01/22/2025,02/03/2025,Internet
BRC,"Triangle, symmetrical",0,11/11/2024,02/11/2025,Chemical (Diversified)
CPB,"Double Bottom, Adam and Adam",0,02/05/2025,02/10/2025,Food Processing
COR,"Double Top, Adam and Adam",0,01/30/2025,02/05/2025,Biotechnology
CENX,Pipe bottom,0,01/27/2025,02/03/2025,Metals and Mining (Div.)
CDAY,"Double Top, Adam and Adam",0,01/06/2025,01/28/2025,Information Services
CF,Head-and-shoulders top,0,12/04/2024,02/04/2025,Chemical (Basic)
CNX,Pipe bottom,0,01/27/2025,02/03/2025,Natural Gas (Diversified)
CGNX,Three Falling Peaks,0,01/21/2025,02/11/2025,Precision Instrument
CMCO,Dead-cat bounce,0,02/11/2025,02/11/2025,Machinery
DFS,"Double Top, Adam and Adam",0,01/23/2025,01/30/2025,Financial Services
^DJU,Diamond bottom,0,12/24/2024,02/10/2025,None
D,Triple bottom,0,01/13/2025,02/04/2025,Electric Utility (East)
DTE,Triple bottom,0,12/19/2024,01/23/2025,Electric Utility (Central)
EXP,"Double Top, Eve and Adam",0,01/27/2025,02/06/2025,Cement and Aggregates
ECL,Ugly double bottom,0,01/13/2025,02/10/2025,Chemical (Specialty)
EL,Ugly double bottom,0,11/12/2024,01/03/2025,Toiletries/Cosmetics
EXPI,"Double Top, Eve and Eve",0,01/17/2025,01/28/2025,E-Commerce
EZPW,Pipe bottom,0,12/16/2024,12/23/2024,Financial Services
FLEX,"Double Bottom, Adam and Adam",0,01/28/2025,02/03/2025,Electronics
GMS,"Double Top, Eve and Eve",0,01/21/2025,01/30/2025,Cement and Aggregates
GPRO,Dead-cat bounce,0,02/07/2025,02/07/2025,Electronics
GGG,"Double Bottom, Adam and Adam",0,01/28/2025,02/03/2025,Machinery
HBI,Dead-cat bounce,0,02/13/2025,02/13/2025,Apparel
HLIT,Dead-cat bounce,0,02/11/2025,02/11/2025,Telecom. Equipment
HE,Ugly double bottom,0,01/13/2025,01/29/2025,Electric Utility (West)
HSIC,"Double Top, Adam and Adam",0,01/29/2025,02/05/2025,Medical Supplies
HOLX,"Double Top, Eve and Adam",0,01/28/2025,02/05/2025,Medical Supplies
INTC,Triple bottom,0,12/20/2024,02/03/2025,Semiconductor
IPG,"Double Top, Adam and Eve",0,01/27/2025,02/04/2025,Advertising
ISRG,"Double Bottom, Eve and Adam",0,01/27/2025,02/03/2025,Medical Supplies
KFRC,"Double Top, Eve and Eve",0,01/02/2025,01/15/2025,Human Resources
KLIC,Head-and-shoulders top,0,12/26/2024,01/21/2025,Semiconductor Cap Equip.
LAMR,"Roof, inverted",0,01/21/2025,02/13/2025,Advertising
LNC,Ugly double bottom,0,01/10/2025,02/05/2025,Insurance (Life)
MTRN,"Double Top, Adam and Adam",0,01/21/2025,01/31/2025,Metals and Mining (Div.)
MDT,Triple bottom,0,02/03/2025,02/12/2025,Medical Supplies
MYGN,Triple bottom,0,01/23/2025,02/10/2025,Biotechnology
^IXIC,Diamond bottom,0,12/19/2024,02/12/2025,None
NTGR,Triple bottom,0,01/13/2025,02/06/2025,Telecom. Equipment
NTAP,"Double Top, Eve and Eve",0,01/22/2025,02/07/2025,Computers and Peripherals
NWL,Dead-cat bounce,0,02/07/2025,02/07/2025,Household Products
NWPX,Pipe bottom,0,01/06/2025,01/13/2025,Building Materials
NVDA,Pipe bottom,0,01/27/2025,02/03/2025,Semiconductor
OGE,Ugly double bottom,0,01/13/2025,01/27/2025,Electric Utility (Central)
OR,Head-and-shoulders complex bottom,0,01/06/2025,02/03/2025,Metals and Mining (Div.)
PANW,Ugly double bottom,0,01/13/2025,02/03/2025,Computer Software and Svcs
PETS,Dead-cat bounce,0,02/11/2025,02/11/2025,Medical Services
PNW,Head-and-shoulders bottom,0,12/18/2024,01/27/2025,Electric Utility (West)
POR,"Double Bottom, Adam and Adam",0,02/04/2025,02/10/2025,Electric Utility (West)
DGX,Ugly double bottom,0,01/16/2025,02/10/2025,Medical Services
RGS,Dead-cat bounce,0,02/12/2025,02/12/2025,Toiletries/Cosmetics
ROST,Three Falling Peaks,0,12/09/2024,01/31/2025,Retail (Special Lines)
SMTC,Dead-cat bounce,0,02/10/2025,02/10/2025,Semiconductor Cap Equip.
SHW,Diamond top,0,01/21/2025,02/11/2025,Chemical (Basic)
SCS,"Double Bottom, Eve and Adam",0,01/13/2025,02/04/2025,Furn/Home Furnishings
TECH,"Double Top, Eve and Adam",0,01/22/2025,02/05/2025,Biotechnology
TFX,"Double Top, Adam and Eve",0,01/06/2025,01/27/2025,Diversified Co.
TDC,Dead-cat bounce,0,02/12/2025,02/12/2025,Computer Software and Svcs
TTD,Dead-cat bounce,0,02/13/2025,02/13/2025,Advertising
TMO,Pipe top,0,01/27/2025,02/03/2025,Precision Instrument
TSCO,Pipe top,0,01/21/2025,01/27/2025,Retail Building Supply
VMC,Triple top,0,01/21/2025,02/06/2025,Cement and Aggregates
DDD,"Flag, high and tight",0,12/03/2024,02/05/2025,Electronics
ABT,Ugly double bottom,0,01/15/2025,02/04/2025,Medical Supplies
ALRM,"Double Bottom, Eve and Adam",0,01/13/2025,02/03/2025,Computer Software and Svcs
ALGT,Triple top,0,01/21/2025,01/31/2025,Air Transport
ALL,Pipe bottom,0,01/06/2025,01/13/2025,Insurance (Prop/Casualty)
AFG,"Double Top, Adam and Eve",0,01/17/2025,01/28/2025,Insurance (Prop/Casualty)
APH,Diamond bottom,0,12/27/2024,02/06/2025,Electronics
ADM,"Double Top, Adam and Eve",0,01/13/2025,01/27/2025,Food Processing
BCPC,"Double Bottom, Adam and Adam",0,01/13/2025,02/03/2025,Chemical (Specialty)
BALL,Pipe bottom,0,01/06/2025,01/13/2025,Packaging and Container
BZH,Dead-cat bounce,0,01/31/2025,01/31/2025,Homebuilding
BCO,"Broadening top, right-angled and ascending",0,12/20/2024,02/03/2025,Industrial Services
BG,Pipe top,0,01/06/2025,01/13/2025,Food Processing
CNC,"Double Top, Eve and Adam",0,01/27/2025,02/03/2025,Medical Services
CHD,Head-and-shoulders bottom,0,12/23/2024,01/23/2025,Household Products
CTAS,"Triangle, ascending",0,01/27/2025,02/05/2025,Industrial Services
CLF,Ugly double bottom,0,12/30/2024,01/23/2025,Metals and Mining (Div.)
CRH,Ugly double bottom,0,01/13/2025,02/03/2025,Cement and Aggregates
CMI,"Double Bottom, Adam and Adam",0,01/27/2025,02/03/2025,Machinery
DECK,Dead-cat bounce,0,01/31/2025,01/31/2025,Shoe
DDS,Pipe bottom,0,12/09/2024,12/16/2024,Retail Store
BOOM,Head-and-shoulders bottom,0,11/21/2024,01/22/2025,Metal Fabricating
EL,"Double Top, Adam and Eve",0,12/09/2024,01/27/2025,Toiletries/Cosmetics
EG,"Double Top, Adam and Adam",0,01/07/2025,01/27/2025,Insurance (Prop/Casualty)
FDX,Triple top,0,12/31/2024,01/27/2025,Air Transport
FIS,Head-and-shoulders bottom,0,12/20/2024,02/03/2025,Computer Software and Svcs
FMC,Dead-cat bounce,0,02/05/2025,02/05/2025,Chemical (Basic)
